id	text	metadata	region_main_id	region_main	region_sub_id	region_sub	date_str	date_min	date_max	date_circa
218894	επι παυ[σ]ανια πανα[μου].	Eg. — Alexandria [Rhodes] — Hellenistic period	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 Hellenistic period	-323.0	-31.0	0.0
237877	[επι --------- αρχοντος επι της] λεων[τιδος εκτης πρυτανειας ηι κηφ]ισοκλ [ης ---------------0 0-- εγραμ]ματευεν [--- --------------------- εκκλησια [των προεδρων επεψηφιζεν θε]οπομπος [-------- -- συνπροεδροι --- -]μενης λ[αμπτρευς --------- -- παια]νιευς δημ[-] [------------------- -- ο]ηθεν θεοκλ[ης -------------- -- αναφ]λυστιος [-------------------- -- σ]φηττιος ε[δοξεν τωι δημωι --------]--τορου συ[πααληττιος ειπεν επειδη ---]λεως [--].	Att. — (unknown) — non-stoich. c. 29 — 326/5 BC — IG II² 800 — SEG 21.289	1701	Attica (IG I-III)	1700	Attica	 326/5 BC 	-326.0	-325.0	0.0
239682	δελφοι εδωκαν πολι[τ]αι [α]ρχων[ος βοιω]τωι εχ θηβαν αυτωι [και].	Phokis — Delphi — 270-260 BC — SEG 32.519; EtudBeo.1982.454 — Roesch	1698	Central Greece (IG VII-IX)	1272	Delphi 	 270-260 BC 	-270.0	-260.0	0.0
267098	αγαθηι τυχηι. γ αιλιον φλαουιανον σουλπικιον δις γαλαταρχην τον αγνοτατον και δικαιοτατον φλαουιανος αθηνοδωρος τον γλυκυτατον πατρωνα.	Gal., N. — Ankyra (Ankara) — mid-2nd c. AD	1702	Asia Minor	1663	Galatia	 mid-2nd c. AD	126.0	175.0	0.0
30656	[---- βοαγος] [μι]κκιχιδδο[μεν]ων επι π[ατρον]ομω μαρκω αυ[ρηλιω] [πασ]ικρατη[ρ --].	Lakonike — Sparta — reign of Ant. Pius or M. Aurelius	1690	Peloponnesos (IG IV-[VI])	1658	Lakonia and Messenia (IG V,1) 	 reign of Ant. Pius or M. Aurelius	138.0	161.0	1.0
180863	ποσιδις γλαυκου ταυ[ρ]ομενιτης. ου παντη[ι ------------] ηυνασε μοιρα ποσειδι τρινακρ[ια -----------] πλουν ατελη λ[ι]μεν[α] καλασε νικο[----------]κυρατο τυμβον [-----] θεσμον εταιρι[--------]οιτζομενο[------] βοιωτων δε[-------------]στηλη ελεο[ν ----] ωρωπου κραναν [-]θ[---------] ετων [--].	Boiotia — Oropos (Skala) — Sykamino — 3rd c. BC — SEG 47.503	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 3rd c. BC 	-300.0	-201.0	0.0
228957	αφρο[διτηι].	Eg. — Naukratis — 6th/5th c. BC	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 6th/5th c. BC	-600.0	-401.0	0.0
284303	τιβεριος κλαυ[δ]ι[ος τιβεριου κλαυδιου αγριπ]πεινου υπατου [υιος κυρεινα ----- τας εξε]δρας τη γλυκυτατ[η πατριδι ανεθηκεν].	Lycia, W. — Patara — mid-2nd c. AD?	1702	Asia Minor	1669	Lycia	 mid-2nd c. AD?	126.0	175.0	1.0
312375	[---]0 [διο]πιθου χαιρε διοπιθη διοπ[ιθ]ου χαιρε.	Paphl. — Sinope (Sinop) — 2nd-1st c. BC	1702	Asia Minor	1377	Pontus and Paphlagonia	 2nd-1st c. BC	-200.0	-1.0	0.0
219552	καλλιμαχος ο συγγενης και στρατηγος [κα]ι επισ[τ]ρατ[ηγο]ς [κ]αι θηβα[ρχη]ς [κ]αι ε[π]ι της [ερυ]θρ[ας και ινδικης θαλασ]σ[ης] καταντησ[ας εις την κυριαν ισιν πεποιηκα] τ[ο] προσκυνημα βασιλεως πτολεμαιου [θεου] ν[ε]ου διον[υσ]ου φιλοπατορος [φιλαδελ]φου κ[αι των] π[αι]δω[ν] ετους ιθ παχων.	Eg. — Philai Isl. — 62 BC	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 62 BC	-62.0	-62.0	0.0
175342	θριπαι[νος] αντιγ[ο]νο εκτα π[---]. θριπαιν[ο]ς αντιγονο.	Sikelia — Kamarina — ca. 450 BC — SEG 42.846 — cf. SEG 52.920; 54.892	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 ca. 450 BC 	-450.0	-450.0	1.0
352989	ο τοπος [ε]υμ[---].	Ionia — Priene — 1st c. BC/1st c. AD — IvPriene (1906) 313.342	1702	Asia Minor	1688	Ionia	 1st c. BC/1st c. AD 	-100.0	199.0	0.0
266386	ουετουρια αλεξανδρεια ετων ζωσα εκ των ιδιων εθηκα την σορον εαυτη και ουετουριω καλλινεικω τω ανδρι μου.	Paphl. — Sinope (Sinop) — Roman period — Graz.Beitr. 2.1974.100,16 — EA 19.1992.52,10 — SEG 42.1149	1702	Asia Minor	1377	Pontus and Paphlagonia	 Roman period 	-200.0	600.0	0.0
292561	επι ευφραγορα μαρονος κνιδιων.	[Knidos] — Athens — Hellenistic period	1701	Attica (IG I-III)	1700	Attica	 Hellenistic period	-323.0	-31.0	0.0
342542	[--------] [---]ικλ[---] [---]λδιο[---] [---]ταιτ[---] [---]κμ[---] [--------].	Lycia, E. — Arykanda — early Rom. Imp. period?	1702	Asia Minor	1669	Lycia	 early Rom. Imp. period?	-27.0	284.0	1.0
276195	αρχεας εχιατου[ς]. [ε]ρμοκρατε[ις] αρχεαυ.	Pamph. — Aspendos (Belkis): Camiliköy — 2nd c. BC	1702	Asia Minor	1651	Pamphylia	 2nd c. BC	-200.0	-101.0	0.0
304517	[---------------------] [-- τους γινομενους τη πολει στατηρας δεκαπε]ντε [---------------------]υμη [--------------------]νικων [-------------------] φυλλινα [δεινος η φαμενη απηλευθερωσθαι απο ευπ]ορου του φερ[εκρατους και δεινος του δεινος --] των απελ[ευ]θε[ρωθεντων και δεδωκοτων τους δε]καπεντε στατηρας [ο δεινα του δεινος ----]ος ο φαμενος απηλευ[θερωσθαι απο δεινος του] απολλωνιου τους γι[νομενους τη πολει στατηρας δ]εκαπεντε. αγαθων [δεινος ο φαμενος απηλευθερωσθαι απο] δικαιου και αριστολαου [των ------- τους γινομενους] τη πολει στατηρας δεκα[πεντε. η δεινα του δεινος ---] η φαμενη απηλευθερω[σθαι απο δεινος ---- του απολλω]νιου τους γινομε[νους τη πολει στατηρας δεκαπεντε]. τηλεφος αθηνικων[ος ο φαμενος απηλευθερωσθαι απο αθη]νικωνος του απολ[λωνιου τους γινομενους τη πολει στατη]ρας δεκαπεντε. [ο δεινα διοδωρου ο φαμενος απηλευθερωσθαι απο δι]οδωρου του [δεινος τους γινομενους τη πολει στατηρας δ]εκαπεντε. [ο δεινα του δεινος ο φαμενος απηλευθ]ερωσθαι.	Thessalia (Pelasgiotis) — Larisa — 2nd c. BC? — McDevitt 354 — cf. BCH 95 (1971) 562-566 (for face A)	1698	Central Greece (IG VII-IX)	899	Thessaly (IG IX,2) 	 2nd c. BC? 	-200.0	-101.0	1.0
303278	[------ το δε αναλωμα] [δομεν τον γραμμα]τεα [των] ι[ερομναμονων και σ]τασαι ταν [μεν εν δελφοις] παρα τον βω[μον ταν δε ετεραν εγ χι]ωι.	Phokis — Delphi — end 3rd-beg. 2nd c. BC — BCH 116.1992.187 — SEG 42.456	1698	Central Greece (IG VII-IX)	1272	Delphi 	 end 3rd-beg. 2nd c. BC 	-250.0	-151.0	0.0
314704	γωταρσης γεοποθρος.	Media — Behistun/Bisutun, Mt. (Jeyhounabad, nr. [Kermanshahan Prov.]) — 1st c. BC/1st c. AD — CIG 3.4674 — Merk.-Staub., Jenseits Euphrat 315 — OGIS 431c; SEG 48.1840	1693	Greater Syria and the East	1324	Media	 1st c. BC/1st c. AD 	-100.0	199.0	0.0
200003	[-------------] [-------]εε--ο-ε[--] [---]μα εφ οις βασιλει 0[α]γαι καθαπερ γορτυνιοις [συμμαχ]ιαν ποιησασθαι παρον[των] γορτυνιων και των συμμαχων και σταλαν γραψαντ[ας] αναθεμεν ες το δικτυννα[ιο]ν ελ λισωι τον αυτον φιλον κηχθρον εξεν και ει τις κα ε[πι] ταν μαγα επαρχειαν επιστρ[α]τευει βοαθησεν τος ορειος κ[α]τα τα αυτα δε και ει τις κα επι τ[α]ν ορειαν επιστρατευει βοαθ[η]σεμ μαγαν. ορκος ομνυω ταν δικτυνναν και το[ς] ομοτεμενεας τας δικτυννα[ς] και τος εμ ποικιλασιωι θεος κα[ι] τον δια τον κρηταγενη και θε[ο]ς παντας και πασας ευνοησεν βασιλει μαγαι ευορκωσι μεν [πο]λλα καγαθ ημεν εφιορκωσι δε ταναντια.	Crete, W. — Lisos — 278-ca. 250 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	474	Crete 	 278-ca. 250 BC	-250.0	-250.0	0.0
241739	αρχοντος κρατωνος μηνος απελλαιου επι τοισδε απεδοντο πεισιλας. κρατων νικοδαμου δελφοι τωι απολλωνι τωι πυθιωι σωμα ανδρειον ωι ονομα ηρωιδας το γενος τενεδιον τιμας αργυριου μναν τεσσαρων καθως επιστευσε ηρωιδας τωι θεωι ταν ωναν εφ ωιτε ελευθερος ειμεν και ανεφαπτος απο παντων τον παντα βιον ποεων ο κα θεληι. βεβαιωτηρ κατα τον νομον δαμενης ορεστα δελφος. μαρτυρες τοι ιερεις του απολλωνος ξενων αθαμβος και των αρχοντων διοδωρος πολυκρατης ιδιωται καλλιας δαμοχαρης χαριξενος.	Phokis — Delphi — 184 BC	1698	Central Greece (IG VII-IX)	1272	Delphi 	 184 BC	-184.0	-184.0	0.0
349417	θεογενης θεογενην το[ν υ]ιον μνειας χαριν [ε]τειμησεν.	Lydia — Philadelphia (Alaşehir) — 2nd c. AD — Keil-v. Premerstein, 1. Reise (1908) 38, 71	1702	Asia Minor	1654	Lydia	 2nd c. AD 	101.0	200.0	0.0
352751	ο τοπος απολλωνιου του β ποσ[---].	Ionia — Priene — 1st c. BC/1st c. AD — IvPriene (1906) 313.112	1702	Asia Minor	1688	Ionia	 1st c. BC/1st c. AD 	-100.0	199.0	0.0
173733	απολλωνιος λαμπιος.	Scythia Minor — Kallatis (Mangalia) — 3rd/2nd c. BC — Dacia 9/10 (1941-1944) 288, 2	1697	Thrace and the Lower Danube (IG X)	1675	Scythia Minor 	 3rd/2nd c. BC 	-300.0	-101.0	0.0
244899	του ενδοξοτατου αετιου ιλλουστριου ετους απψ ινδικτιωνος.	Syr., Emesene — Sayādiyeh — 469/70 AD?	1693	Greater Syria and the East	1676	Syria and Phoenicia	 469/70 AD?	469.0	470.0	1.0
343884	[---- ειναι δε αυτοις και εισπλουν και εκπλουν και εμ πολεμωι και ε]ν ει[ρηνηι ασυλει και ασπονδει ταυτα υπ]αρχειν και αυ[τοις και εκγονοις αυτ]ων το δε ψηφισμα [τοδε αναγραψαι ει]ς στηλην λιθινην και [στησαι εις] το ιερον της ηρας της δε επικλη[ρ]ωσεως και της αναγραφης επιμεληθηναι τογ γραμματεα της βουλης.	Aeg. Islands — Samos Isl. — Heraion — ca. 250-200 BC — MDAI(A) 72 (1957) 206, 43 — IG XII,6 2 Add. p. 607	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1665	Samos (IG XII,6) 	 IG XII,6 2 Add. p. 607	2.0	2.0	0.0
168475	ποσιδειος αμπελοργο.	Apollonia (Sozopol) — 5th/4th c. BC	1697	Thrace and the Lower Danube (IG X)	1687	Thrace and Moesia Inferior 	 5th/4th c. BC	-500.0	-301.0	0.0
351258	γαιου κοσσουτιου παιδος.	Ionia — Miletos — Rom. Imp. period	1702	Asia Minor	1688	Ionia	 Rom. Imp. period	-27.0	284.0	0.0
63568	[ο δημος --] σωσιλου αρετης [ενεκα και ευσε]βειας της περι το [ιερον και αρετη]ς της εις αυτον.	Delos — end 3rd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 end 3rd c. BC	-250.0	-201.0	0.0
178666	[-- κ]ρησκεντινα [----]νιανου.	Italia — Roma: Villa Torlonia — 3rd/4th c. AD — CIJ I 39	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 3rd/4th c. AD 	201.0	400.0	0.0
291068	[αυτοκρατορος κα]ισαρος [θεου υιου σεβ]αστου.	Att. — 27 BC-14 AD — IG II² 3227	1701	Attica (IG I-III)	1700	Attica	 27 BC-14 AD 	27.0	27.0	0.0
214076	[γλαυκι]αι με καλον γενε[αι]αλειορ εποιε. [γλ]αυκιης ο λυκκιδεο [τω]ι ερμηι ρηγινος.	Elis — Olympia — ca. 420-410 BC	1690	Peloponnesos (IG IV-[VI])	1647	Elis 	 ca. 420-410 BC	-420.0	-410.0	1.0
213719	[------------] [------]ω[-----] [-----]ιγεκ[-----] [-----]ουσ ο[---] [-----]-πιρρο[---] [--- ελε]υθερον [----] [--- ον]ομασθ[εν----].	Achaia — Patrai (Patras) — 3rd c. AD	1690	Peloponnesos (IG IV-[VI])	1621	Achaia	 3rd c. AD	201.0	300.0	0.0
321967	παρα φιλισκου νανδαγαχωραγα ηριθμ[ητα]ι δια [-------]ς και εσγ-α[--] αμ.	Bactria — Aï Khanoum — Hellenistic period (bef. ca. 150-100 BC) — BCH 107 (1983) 330, 6	1693	Greater Syria and the East	1558	Bactria, Sogdiana	 Hellenistic period (bef. ca. 150-100 BC) 	-323.0	-31.0	0.0
346724	[με]νεδημ[ο-----------] [--]ος και γ[-----------] [--] η ιερ[εια ----------] [--]ο[-------------] [---------------].	Attica — Eleusis — 2nd c. BC-2nd c. AD — IG II² 3937	1701	Attica (IG I-III)	1640	Eleusis	 2nd c. BC-2nd c. AD 	101.0	200.0	0.0
32041	[----------] [--]-- λακεδαιμονιος [--]-ακεος με[γ]αλοπ[ολιτας] [-- -- λακ]εδαιμο[ν]ιος [--]----δαυ κυθηριο[ς] [-- ν]αξιος [--]--ατεος α[ρ]γειο[ς] [--]--- αργειος [--]ιος λακεδαιμονιος [--]-ιγιχος [--]--ο[----] [--]-- αργειος [--]των[ος -]γμυος [--]- ορχομενιος [--]- κυν[α]ι[θ]ευς [-----------] [--]-- φωκευς [---] [--]---λαυ ορχομενιος [-- --- σε]κυ[ω]νιος [--]-----νιος [--]---ους μυλασευς [--]---- διωνος αργειος [--]--ω λακεδαιμονιος [--]---- μαντινιις [--]----μενεος αργειος [--]αωλ[-α]υ αργειος [--]----ω ριθυμνιος [--]----ολαυ αργειος [-- --α]υ αργειος [--]- αριστονοω αργειο[ς] [-- -- ν]αυσικρατεος [α]ργειο[ς] [-- -α]νδρος νεμονειου κ[νωσιος] [--]---συνιος.	Arkadia — Tegea — bef. 222 BC	1690	Peloponnesos (IG IV-[VI])	1632	Arkadia (IG V,2) 	 bef. 222 BC	-222.0	-222.0	0.0
306300	αβιζιγηρης παιδαπου.	Syria-Middle Euphrates — Dura-Europos (Salhiyé, nr.) — 1st/2nd c. AD	1693	Greater Syria and the East	1626	Mesopotamia	 1st/2nd c. AD	1.0	200.0	0.0
340355	η χαρις. ποθος φοιβος δαφνη λαδων.	N. Black Sea — Pantikapaion (Kerch) — late 2nd/early 3rd c. AD — ZChrKunst 21 (1908) p. 73 — D. Whitehead, Roman Glass (2001) p. 266, 864	1683	North Shore of the Black Sea	1684	unspecified subregion	 D. Whitehead, Roman Glass (2001) p. 266, 864	21.0	21.0	0.0
244641	[ετ]ους [-] μηνος εριτι[ου]. μαλ[χε] αλο[ιπε -] ---.	Syr., Emesene — Emesa (Ḥomṣ) — 139-148 AD	1693	Greater Syria and the East	1676	Syria and Phoenicia	 139-148 AD	139.0	148.0	0.0
348709	ετους μηνος γορπιεου ετειμησεν η συνβιωσις βασσαν την ερμογενου θυγατερα ζησασαν ετη.	Lydia, N.E.? — Prov. unkn. [priv. coll.] — 190 AD — EA 38 (2005) 28, 8 — AnnÉp (2005) 1449	1702	Asia Minor	1654	Lydia	 190 AD 	190.0	190.0	0.0
350146	γαιος ετερηιος γαιου υιος στραταγησας θεοις. θεοπομπος βακ[χι]ου στραταγησας θεοις.	Kos Isl. — Kos — 1st c. AD — M. Segre, Iscr. di Cos (1993) EV 177	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 1st c. AD 	1.0	100.0	0.0
309033	[εδοξεν τοις στρ]ατευομ[ενοις εν ραμνουντι 0]ωριππος [ παλ]ληνευς ειπεν επειδη γοργιππος στρατη[γος χειροτονηθε]ις επι την χωραν την παραλιαν εις τον εν[ιαυτον τον επι ευφιλ]ητου αρχοντος της τε φυλακης [επεμεληθη του φ]ρουριου καλως και συνφεροντως τωι [δημωι και τοις] οικουσιν εν ραμνουντι ομοιως δε και [της κατα την χωρ]αν φυλακης οπως αν μηθεν αδικη [μα γινηται και εινα]ι ασφαλεια τοις γεωργουσι πασιν [και αι προσ]οδοι διασωιζωνται [δι]ετ[ελ]ε[σεν] [δε πασι τοις υπ]αιθροις στρατευ[ομενοις χρησιμον] [εαυτον παρασκευ]αζ[ω]ν κο[ινει τε και] ιδιαι ει[ς ο αν] [τις αυτον παρακαλ]ωη κα[---].	Att. — Rhamnous — 214/213 BC — PAE 1991[1994].34,8 — SEG 43.40; BE 1997.222	1701	Attica (IG I-III)	1639	Rhamnous	 214/213 BC 	-214.0	-213.0	0.0
171124	ηλιαδης εια εθηκα τη θυγατρι ζησαση ετη δεκα τρια μνημης χαριν χαιραιται παροδειται.	Thrace — Byzantion (Istanbul) — Rom. Imp. period — Mendel, Cat. des Sculptures 3 (1914) 1331 — Fıratlı-Robert (1964) 109 — SEG 24.776	1697	Thrace and the Lower Danube (IG X)	1687	Thrace and Moesia Inferior 	 Rom. Imp. period 	-27.0	284.0	0.0
319220	αριστων ανεθηκεν.	Kypros — Agios Amvrosios (Limassol Dist.) — 3rd c. AD	1680	Cyprus ([IG XV])	1681	unspecified subregion	 3rd c. AD	201.0	300.0	0.0
265857	λ κασπεριος αιλιανος απολλωνι διδ[υμει] ευχην.	Pont. — Amisene — 1st-2nd c. AD — CIL 3.6976	1702	Asia Minor	1377	Pontus and Paphlagonia	 1st-2nd c. AD 	1.0	200.0	0.0
223802	πιε [ζηση]ς δια [π]αντο[ς αε]ι.	Nub. — Talmis (Kalabsha) — ca. 300-330 AD — Wadi Qitna and Kalabsha-South, I (1984) 211; 215-219	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 ca. 300-330 AD 	300.0	330.0	1.0
62676	0 -ντο--ντι-- [χρυσε]νδετ[ον] - σδλ μδπ - [φι]λονικου -- [ολ]κη 0 -.	Delos — 314-250 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 314-250 BC	-314.0	-250.0	0.0
137617	[-----]ς αντιγονα τε συνβιω μνιας χαριν κ εαυτω ζων [----- ε]τη εξ μηνες ημερας δεκατρις. [------]στων.	Makedonia (Mygdonia) — Thessalonike — 2nd/3rd c. AD	1692	Northern Greece (IG X)	1485	Macedonia 	 2nd/3rd c. AD	101.0	300.0	0.0
350620	απ α λεξικακος.	Kos Isl. — Kos — Casa Romana — 2nd c. AD	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 2nd c. AD	101.0	200.0	0.0
138242	αλφιδιου απ[πι]ου απε---[----]ν σ-νι[------] πιοι[----]ντ-ε.	Makedonia (Lynkestis) — Živojno — ca. 100-250 AD — SEG 49.854	1692	Northern Greece (IG X)	1485	Macedonia 	 ca. 100-250 AD 	100.0	250.0	1.0
328943	ευφροσυνε χρηστε χαιρε.	Boiotia — Thespiai — 3rd/2nd c. BC (LGPN) — IG VII 2015	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 3rd/2nd c. BC (LGPN) 	-300.0	-101.0	0.0
